"Id" "Survey" "Country" "Aa" "Ab" "Ac" "Ad" "Ae" "Af" "ST01" "SU02" "D03" "ST04" "SU05" "D06" "D07" "SU08" "ST09" "SU10" "D11" "ST12" "SU13" "D14" "D15" "SU16" "ST17" "SU18" "D19" "ST20" "SU21" "D22" "D23" "SU24" "ST25" "SU26" "D27" "ST28" "SU29" "D30" "D31" "SU32" "Ca" "Cb" "Cc" "Cd" "Ce" "Cf" "Cg" "Ch" "Da" "Db" "Dc" "Dd" "De" "Df" "Dg" "Dh" "Di" "Dj" "Age" "Gender" "Years" "Courses" "Hours" "Degree" "Lar" "Lat" "d_sm" "d_ri" "d_ue" "su_lp" "su_um" "su_sb" "st_os" "st_tm" "Deep" "Surf" "Stra" "Deep_adj" "Surf_adj" "Stra_adj" "Su_Ti" "D_Su" "StatConf" "Value" "Interest" "MathConf" "Affect" "Attitude" "FSVdeep" "FSVstra" "FSVsurf" "FSOdeep" "FSOstra" "FSOsurf" "Points" "Fails"
"160" 348 2014 6 4 2 3 1 2 2 4 3 4 2 1 4 4 2 3 1 4 4 2 4 4 2 4 1 3 1 4 3 4 3 5 5 4 3 2 3 2 4 5 5 4 4 5 4 4 2 4 5 3 2 4 2 3 4 2 5 20 2 NA NA 4 1 8 6 15 14 14 10 9 11 16 10 43 30 26 3.58333325386047 2.5 3.25 16 17 6 10 7 4 7 34 -0.352888464927673 0.167300224304199 -0.583124756813049 -0.269279956817627 0.165635600686073 -0.547363638877869 21 0
"161" 55 2014 6 3 2 3 1 1 1 4 5 5 4 3 3 5 2 4 1 5 2 2 5 5 3 4 4 5 2 2 4 3 4 5 4 4 2 3 5 5 5 3 5 4 4 4 4 5 3 2 5 4 4 4 1 3 2 2 5 18 2 1 5 18 1 7 4 19 19 16 14 10 14 17 10 54 38 27 4.5 3.16666674613953 3.375 14 18 3 10 8 6 5 32 1.47850906848907 -0.094542324542999 0.849029779434204 1.35639882087707 -0.026606492698193 0.694960474967957 17 0
"162" 242 2014 6 2 3 2 2 1 2 4 1 5 3 2 3 2 4 3 3 4 5 4 4 3 3 5 1 3 5 4 3 4 4 5 5 3 3 1 4 5 5 5 4 3 5 5 3 4 5 3 4 4 3 2 4 2 5 3 3 22 1 1 5 22 1 6 6 15 13 15 10 11 16 17 16 43 37 33 3.58333325386047 3.08333325386047 4.125 20 14 7 7 6 6 7 33 -0.415712058544159 0.932397127151489 0.425889015197754 -0.378945261240005 0.907686352729797 0.444788575172424 22 2
"163" 43 2014 6 4 1 2 1 1 1 4 2 5 4 4 3 4 3 4 2 4 4 3 4 3 4 3 1 2 3 3 3 4 3 4 3 4 2 3 4 4 4 4 3 3 4 5 3 4 3 2 4 3 4 2 3 3 5 3 4 22 2 1 5 20 1 7 3 15 15 14 8 13 14 15 13 44 35 28 3.66666674613953 2.91666674613953 3.5 16 13 5 8 5 7 8 33 0.071386776864529 0.443967998027802 0.288705974817276 0.066640742123127 0.428630113601685 0.269963651895523 18 0
"164" 349 2014 6 3 2 2 3 1 1 2 3 3 2 3 2 2 4 3 3 2 1 3 3 4 5 2 2 3 1 1 1 2 5 4 5 1 1 2 5 3 2 2 5 3 5 3 2 3 4 2 3 4 5 3 3 3 5 4 3 24 1 NA NA 0 1 8 4 9 11 11 13 9 16 11 5 31 38 16 2.58333325386047 3.16666674613953 2 14 13 5 6 7 9 8 35 -2.32915616035461 -1.45677399635315 0.356495648622513 -2.45089650154114 -1.58299362659454 0.545868277549744 25 0
"165" 160 2014 6 2 1 1 1 1 1 2 2 4 4 3 3 5 2 4 1 4 4 3 5 4 2 3 2 4 4 1 4 4 2 5 4 4 3 3 4 5 5 4 5 4 3 5 3 5 4 2 4 4 4 4 2 3 3 2 4 19 2 1 5 12 1 4 3 16 18 16 9 10 11 14 15 50 30 29 4.16666650772095 2.5 3.625 16 17 4 8 8 6 6 32 0.526883065700531 0.650498032569885 -0.622354030609131 0.631358325481415 0.690813720226288 -0.657088875770569 24 0
"166" 61 2014 6 3 1 2 1 1 1 4 3 4 4 4 3 3 4 4 3 4 2 4 4 2 4 3 3 3 2 4 2 3 5 5 5 4 3 3 3 4 4 5 4 4 5 5 3 3 5 3 3 4 4 3 1 3 2 4 4 20 2 1 5 10 1 6 3 15 12 12 14 15 17 16 11 39 46 27 3.25 3.83333325386047 3.375 20 14 4 7 7 8 5 31 -0.578784823417664 0.361428439617157 1.66090667247772 -0.746053397655487 0.305726408958435 1.68447875976562 23 0
"167" 41 2014 6 2 4 4 5 5 4 2 2 4 1 2 3 4 1 2 2 3 3 2 5 2 2 3 4 4 2 4 3 2 2 4 5 4 1 4 5 4 4 2 5 3 3 4 3 3 4 1 4 2 4 3 1 2 2 1 4 21 2 1 5 8 1 11 13 15 17 11 13 12 9 11 7 43 34 18 3.58333325386047 2.83333325386047 2.25 13 14 2 8 5 5 4 24 -0.315176278352737 -1.01325058937073 -0.57150012254715 -0.328528881072998 -1.01531744003296 -0.511580765247345 0 3
"168" 35 2014 6 5 1 2 1 1 1 2 4 5 2 2 4 4 2 2 1 5 1 2 4 5 2 2 4 4 2 1 4 4 2 4 4 4 2 2 5 4 1 1 5 4 4 2 2 5 2 2 4 2 4 2 2 2 4 4 2 20 2 1 5 2 1 8 3 18 17 17 13 7 7 10 7 52 27 17 4.33333349227905 2.25 2.125 9 16 4 6 4 8 6 28 0.645889520645142 -1.26772224903107 -1.31115460395813 0.717209696769714 -1.198237657547 -1.37661695480347 23 0
"169" 66 2014 6 3 1 3 3 1 1 5 3 5 5 5 3 5 2 4 4 3 4 4 5 2 2 4 1 3 5 5 5 4 2 5 5 3 5 5 5 4 3 3 5 4 5 5 1 4 2 1 1 2 3 3 1 2 1 1 2 17 2 1 8 28 1 9 3 14 20 13 13 19 9 18 19 47 41 37 3.91666674613953 3.41666674613953 4.625 15 14 2 3 5 4 3 17 0.357237607240677 1.81028938293457 0.310786008834839 0.412018984556198 1.83441579341888 0.284684300422668 26 0
"170" 150 2014 6 4 3 4 2 2 4 5 5 3 3 4 3 4 5 3 2 2 3 2 2 3 5 3 1 2 1 4 4 2 4 1 4 1 1 4 4 2 5 5 4 4 5 5 3 3 5 1 3 3 1 3 1 2 1 1 3 19 1 1 5 12 1 10 9 8 14 10 12 14 19 12 8 32 45 20 2.66666674613953 3.75 2.5 20 14 2 6 6 2 3 19 -1.49320828914642 -0.829292118549347 1.02965891361237 -1.6956512928009 -0.934976518154144 1.18970513343811 12 2
"171" 173 2014 6 4 1 2 1 1 1 4 2 5 2 2 1 4 2 2 1 4 1 2 5 3 2 2 1 4 2 1 4 2 1 1 4 3 2 1 4 4 2 1 5 4 3 3 4 5 2 2 4 4 5 4 2 3 2 2 4 23 2 1 NA 18 1 7 3 16 17 10 8 6 7 9 7 43 21 16 3.58333325386047 1.75 2 9 18 4 8 8 7 5 32 -0.131660059094429 -1.17831683158874 -1.86307525634766 0.01623447984457 -1.15432214736938 -1.82644164562225 0 3
"172" 32 2014 6 2 2 2 1 1 1 4 2 5 2 2 3 3 4 3 3 2 3 2 3 3 4 3 2 3 2 2 2 3 4 4 5 3 2 2 3 4 4 4 3 3 3 4 2 4 4 4 4 3 5 3 3 1 4 4 4 20 2 1 4 30 1 5 4 13 11 13 12 8 16 14 9 37 36 23 3.08333325386047 3 2.875 15 12 7 8 6 9 5 35 -1.08004105091095 -0.365209192037582 0.293967247009277 -1.13283228874206 -0.424884974956512 0.373871445655823 32 0
"173" 70 2014 6 3 1 2 1 1 1 3 2 5 2 3 3 5 3 2 1 5 2 2 5 4 3 4 1 2 2 2 4 2 4 3 4 3 4 2 3 4 4 1 1 3 3 1 4 2 3 1 3 2 4 2 1 2 2 4 3 20 2 1 5 16 1 6 3 15 17 13 8 9 14 12 10 45 31 22 3.75 2.58333325386047 2.75 8 10 2 6 4 8 4 24 0.354634821414948 -0.300826370716095 -0.101981364190578 0.34513047337532 -0.249012172222137 -0.152488827705383 22 2
"174" 113 2014 6 4 2 2 2 1 1 4 2 5 4 3 4 5 4 4 1 5 2 3 4 4 3 3 2 4 1 1 3 3 4 5 4 4 4 2 3 5 4 2 5 3 4 4 3 5 5 2 3 5 4 5 4 3 4 4 4 25 2 1 5 2 1 8 4 18 15 16 9 9 15 16 11 49 33 27 4.08333349227905 2.75 3.375 15 16 6 7 10 8 7 38 0.754408657550812 0.345838725566864 0.413003712892532 0.734943687915802 0.39560803771019 0.309884548187256 0 3
"175" 51 2014 6 3 1 1 2 1 1 3 1 4 4 4 3 5 3 4 2 5 4 2 5 5 4 4 3 2 3 4 5 5 4 5 5 5 5 4 5 1 4 4 4 3 4 2 2 4 4 2 2 4 3 2 1 3 1 1 2 20 2 1 4 16 1 6 3 16 20 14 11 14 15 16 16 50 40 32 4.16666650772095 3.33333325386047 4 14 13 3 4 6 4 4 21 0.547733902931213 1.17203450202942 0.622503042221069 0.522553861141205 1.21516644954681 0.543683171272278 20 0
"176" 64 2014 6 4 1 2 1 1 1 2 4 5 2 2 4 4 2 2 1 5 1 2 4 4 2 5 2 5 1 4 3 2 4 5 4 4 1 2 5 5 5 2 4 3 3 5 2 4 4 1 4 4 4 4 1 1 4 2 4 20 2 1 4 14 1 7 3 19 16 15 11 10 13 14 5 50 34 19 4.16666650772095 2.83333325386047 2.375 14 13 2 8 8 6 5 29 0.824031352996826 -1.16465425491333 0.374450325965881 0.70825183391571 -1.11625564098358 0.300070583820343 21 0
"177" 165 2014 6 3 2 1 1 1 1 5 1 4 3 5 3 3 2 4 1 4 3 3 3 3 3 3 1 5 3 4 1 3 3 5 5 3 5 3 2 5 5 3 4 3 5 5 3 4 3 1 4 1 3 1 1 1 1 2 4 19 2 1 4 20 1 5 4 16 9 14 8 15 13 17 14 39 36 31 3.25 3 3.875 16 14 2 8 2 5 2 19 -0.75401109457016 1.34052121639252 0.668174564838409 -0.700045466423035 1.30622673034668 0.755424559116364 23 0
"178" 59 2014 6 4 1 1 1 1 1 5 2 5 5 4 4 5 2 5 2 5 2 3 5 4 2 2 1 4 2 2 3 3 4 4 5 3 2 2 4 4 5 4 4 4 2 5 3 4 4 2 4 2 1 2 1 2 1 1 4 19 2 1 5 10 1 6 3 17 17 15 10 11 13 16 11 49 34 27 4.08333349227905 2.83333325386047 3.375 15 15 3 8 4 2 3 20 0.988764047622681 0.241629675030708 0.586436748504639 0.939208388328552 0.270547151565552 0.476658850908279 20 0
"179" 148 2014 6 4 1 3 3 2 2 2 4 4 2 2 2 2 2 3 1 4 1 4 4 4 4 2 2 2 2 2 1 2 4 1 5 2 1 3 4 4 5 2 4 2 4 5 3 4 5 4 4 4 5 4 4 4 5 4 4 22 2 1 4 6 1 10 5 12 11 12 12 11 15 8 6 35 38 14 2.91666674613953 3.16666674613953 1.75 16 13 8 8 8 9 9 42 -1.23466145992279 -1.46271562576294 0.394765883684158 -1.34641444683075 -1.53837704658508 0.511111617088318 28 0
"180" 124 2014 6 4 3 2 2 2 1 3 5 4 2 3 3 4 1 4 2 4 4 2 4 3 4 2 2 5 2 3 4 4 3 5 2 3 2 2 4 4 4 2 4 4 3 3 3 4 4 2 4 5 5 5 1 5 5 5 4 35 1 1 4 14 1 8 6 16 16 14 11 10 12 14 10 46 33 24 3.83333325386047 2.75 3 12 15 3 8 10 10 10 41 0.03123065829277 -0.07934132963419 -0.097553253173828 0.036845084279776 -0.070071406662464 -0.098628118634224 31 0
"181" 38 2014 6 3 1 2 2 1 2 4 2 5 4 2 2 4 2 2 4 4 1 2 4 4 4 4 5 4 1 4 2 2 4 4 5 2 1 2 1 4 5 2 4 5 4 5 4 5 5 2 5 5 4 4 2 4 2 4 5 18 2 1 4 10 1 7 4 15 11 12 16 10 15 14 7 38 41 21 3.16666674613953 3.41666674613953 2.625 16 18 4 10 9 8 6 37 -0.300754517316818 -0.815316081047058 1.26563417911529 -0.490214228630066 -0.860920369625092 1.28255867958069 18 0
"182" 149 2014 6 3 2 2 1 1 1 4 2 5 4 4 4 4 2 3 2 4 2 2 4 2 3 3 2 4 1 4 3 2 4 2 3 3 2 3 2 4 5 5 5 4 5 5 2 3 4 4 4 4 4 4 2 3 4 4 3 19 2 1 3 14 2 6 4 16 13 12 9 13 14 12 9 41 36 21 3.41666674613953 3 2.625 19 14 6 7 8 8 7 36 0.153110593557358 -0.284726589918137 0.878473877906799 0.033612128347158 -0.298467069864273 0.867029786109924 30 0
"183" 54 2014 6 4 1 2 1 1 1 5 2 5 4 2 4 5 4 4 3 5 4 2 4 5 3 3 1 2 3 2 3 4 3 2 5 2 2 1 5 5 4 3 5 4 4 5 3 4 4 2 3 1 3 1 1 1 1 2 3 21 1 1 4 4 1 7 3 14 17 18 11 7 14 14 13 49 32 27 4.08333349227905 2.66666674613953 3.375 16 16 3 6 2 5 2 18 0.658211588859558 0.017405843362212 -0.197950005531311 0.693630754947662 0.045910231769085 -0.287098735570908 19 0
